-0.00067833,0.0011202,-0.00069539,-0.0068435,0.00084542,-0.00083221,-0.013668,-0.01551,-9.29E-05,0.00051306,-0.0010797,-0.00064638,-0.00096689,-0.002109,-0.0043674,-0.018994,-0.00030594,-0.00022643,-0.00052814,0.0043277,-0.00035768,-0.00084625,-0.0010883,-0.00048897,0.0001363
-0.00078011,0.0033884,-0.0018926,0.082434,0.0017764,0.00047801,-0.007142,-0.025424,-4.00E-05,0.0016764,-0.0046686,-0.0030332,-0.0033969,-0.0012919,-0.0042231,-0.020708,0.0022161,0.0020374,-0.00051679,0.0064706,-0.00031988,-0.0019572,-0.0035019,-0.0018501,0.00012304
-0.0046236,0.00064737,-0.00058608,0.27965,0.0014676,0.00053557,-0.00359,-0.020417,-0.0012396,0.0028331,-0.0032449,-0.00041033,-0.003314,-0.00049393,-0.0052602,-0.0173,0.00097803,-0.00068478,0.00075355,0.0086379,-0.0015325,-0.00056351,-0.00091109,-0.0019244,0.0013557
-0.0021869,0.0041641,-0.0017841,0.52862,0.0024218,0.00059308,0.0031401,-0.024015,6.42E-05,-0.0035232,-0.0043187,-0.0015434,-0.0019702,0.00028426,-0.0024755,-0.017551,0.00098805,0.00036822,-0.0029756,0.010799,-0.002741,-0.002923,-0.00083311,0.0017865,0.0013291
-0.0034893,0.0014187,-0.00048001,0.78832,0.0033846,0.0019019,0.0056153,-0.011486,-0.0023875,0.0026447,-0.0028845,-0.0026766,-0.00062351,-0.0027067,-0.0021291,-0.0202,-0.0002538,0.00018941,-0.00043358,0.0092045,-0.00018622,0.00097912,-0.0032682,0.00051855,4.45E-05
-0.0010229,0.0036775,-0.0029323,1.0571,0.0018516,0.00070563,0.011257,-0.010104,-0.0010814,0.0038034,-0.0014504,-0.0013038,-0.0030323,-0.0044531,0.00077446,-0.018986,0.0022602,-0.001222,-0.0003855,0.010108,-0.00013552,-0.00012819,-0.0032009,0.00052452,0.0012603
-0.0035526,-0.001574,-0.0028776,1.3266,0.0040824,0.002012,0.0099991,-0.015075,0.00022448,0.0011984,-0.0037743,-0.0024333,-0.0016835,-0.001198,-0.0025256,-0.020162,0.0022665,-0.00011,0.0021694,0.009755,-0.0013382,0.0012633,-0.0018826,0.0018042,0.0024707
-0.0010634,0.0019437,-0.0015664,1.4976,0.0038154,0.0020639,0.018354,-0.016208,-0.0022278,0.0023454,-0.0023428,-0.0010579,-0.0040862,-0.0054507,-0.004519,-0.0049603,-0.00023509,-0.00023272,-0.00028344,0.009396,-0.0037893,0.0013965,-0.0018198,0.0018522,-8.06E-05
-0.0035696,-0.00079051,-0.00025498,1.4968,0.0023029,-0.00039024,0.021068,-0.022364,-0.00092491,0.0034881,-0.0034137,0.0003153,-0.0027271,-0.007196,-0.0002017,0.01278,-0.0002311,-0.0028407,-0.0014808,0.010281,0.0012783,-0.00097877,-0.003012,0.0031665,0.0011211
0.00019471,0.0014895,-0.0014499,1.4197,0.0070548,0.00091567,0.033265,-0.018372,-0.0021252,0.00087008,-0.00072959,-0.0020709,-0.002614,-0.0064262,-0.0033411,0.0079513,-0.00022225,-0.0041728,-0.00016689,0.011154,-0.0011668,0.00040108,-0.0029521,0.0019918,0.001069
0.00021005,2.05E-05,-0.0013935,1.3241,0.005545,-0.00028055,0.037231,-0.013022,-0.0020722,0.00075539,0.00069597,0.00054781,-0.0012464,-0.0056445,-0.0039413,-0.016917,0.0022921,-0.0017259,0.0011511,0.010761,-0.0011088,0.0017788,-0.00038806,0.00333,-0.00023674
0.0039794,0.0023121,-8.52E-05,1.2183,0.0052826,-0.00021939,0.04447,-0.010134,0.00048378,-0.00060655,-0.0028942,-0.0018436,-0.0023814,-0.0061048,-0.0032341,-0.022971,0.0010481,-0.00050898,-0.0012845,0.010353,0.00020214,0.00064749,-0.0015859,0.00092615,-0.00028889
0.00023267,0.00085132,-3.15E-05,1.0737,0.0037678,0.0010989,0.038459,-0.01088,-0.003222,0.0005417,-0.00022904,-0.00048079,-0.0010115,-0.0078056,-0.0024876,-0.023942,0.0023037,-0.0017806,0.0012906,0.01118,0.00025909,0.0020143,-0.0027848,0.0022861,0.0021631
0.0002415,0.0018973,1.87E-05,0.93971,0.0035074,0.0011653,0.044315,-0.012806,-0.0031688,0.0029442,-0.0013238,0.00087882,0.00035671,-0.0082405,-0.0017117,-0.022344,0.0023017,0.00071613,0.0026121,0.011987,-0.00093803,0.0021216,-0.00022709,0.0011544,-0.00039456
0.0027557,0.00044358,-0.0011847,0.81285,0.003251,0.0037318,0.050788,-0.012085,-0.00060712,0.00033774,-0.0024219,-0.0027733,-0.0020337,-0.0049093,-0.0059146,-0.021973,-0.00020843,-0.00053016,-0.0010776,0.012771,0.00036759,0.00096903,-0.00017779,3.28E-05,0.0008028
0.0015111,0.00024831,0.0013671,0.70208,0.0029986,0.0037843,0.054039,-0.0050995,-0.0018004,0.0014873,-0.0010168,0.0010869,-0.00066866,-0.0065742,-0.007587,-0.025345,-0.00021351,-0.0017655,0.001492,0.011028,0.00041845,-0.00018778,-0.0026364,0.00017383,0.0019983
0.0015144,0.0013123,-0.0010932,0.6325,0.0014997,7.08E-05,0.052883,-0.0041727,-0.00049057,0.0026363,-0.0021164,-0.0013153,0.00069462,-0.0094793,-0.0079776,-0.026196,0.0022862,-0.00048223,0.0015559,0.0092629,-0.0020372,0.0024075,-8.52E-05,0.0003254,-0.0018155
0.0027643,0.0023795,0.0014534,0.54158,0.0037617,0.0026141,0.05103,0.00055594,-0.00043416,2.77E-05,0.00053712,0.0012857,-0.0017012,-0.0098627,-0.0095902,-0.028292,0.0022771,0.00081141,0.00036343,0.0099832,-0.0019844,0.0024903,-4.12E-05,0.00048484,0.0006326
