36.251,35.03,35.39,35.394,36.376,32.292,32.37,32.16,32.03,26.948,31.83,34.66,29.33,30.088,28.57,34.21,28.206,28.251,27.85,31.77,27.95,28.83,27.29,28.426,30.95
36.249,35.03,35.39,35.385,36.383,32.288,32.37,32.16,32.03,26.952,31.83,34.66,29.33,30.09,28.57,34.21,28.215,28.248,27.85,31.77,27.95,28.83,27.29,28.432,30.95
36.249,35.03,35.39,35.381,36.386,32.287,32.37,32.16,32.03,26.953,31.83,34.66,29.33,30.093,28.57,34.21,28.219,28.249,27.85,31.77,27.95,28.83,27.29,28.436,30.95
36.25,35.03,35.39,35.379,36.384,32.289,32.37,32.16,32.03,26.951,31.83,34.66,29.33,30.097,28.57,34.21,28.221,28.252,27.85,31.77,27.95,28.83,27.29,28.438,30.95
36.251,35.03,35.39,35.38,36.381,32.293,32.37,32.16,32.03,26.947,31.83,34.66,29.33,30.102,28.57,34.21,28.22,28.258,27.85,31.77,27.95,28.83,27.29,28.439,30.95
36.251,35.03,35.39,35.383,36.376,32.298,32.37,32.16,32.03,26.942,31.83,34.66,29.33,30.106,28.57,34.21,28.217,28.263,27.85,31.77,27.95,28.83,27.29,28.438,30.95
36.249,35.03,35.39,35.385,36.371,32.302,32.37,32.16,32.03,26.938,31.83,34.66,29.33,30.109,28.57,34.21,28.215,28.265,27.85,31.77,27.95,28.83,27.29,28.437,30.95
36.246,35.03,35.39,35.388,36.369,32.306,32.37,32.16,32.03,26.934,31.83,34.66,29.33,30.111,28.57,34.21,28.212,28.265,27.85,31.77,27.95,28.83,27.29,28.435,30.95
36.242,35.03,35.39,35.393,36.368,32.309,32.37,32.16,32.03,26.931,31.83,34.66,29.33,30.112,28.57,34.21,28.209,28.262,27.85,31.772,27.95,28.83,27.29,28.432,30.95
36.238,35.03,35.39,35.393,36.37,32.311,32.37,32.16,32.03,26.929,31.83,34.66,29.33,30.11,28.57,34.21,28.208,28.258,27.85,31.771,27.95,28.83,27.29,28.429,30.95
36.234,35.03,35.39,35.389,36.37,32.312,32.37,32.16,32.03,26.928,31.83,34.66,29.33,30.11,28.57,34.21,28.21,28.255,27.85,31.769,27.95,28.83,27.29,28.428,30.95
36.231,35.03,35.39,35.386,36.37,32.31,32.37,32.16,32.03,26.93,31.83,34.66,29.33,30.11,28.57,34.21,28.21,28.255,27.85,31.766,27.95,28.83,27.29,28.43,30.95
